id_avis,date,source,produit,texte,texte_clean,texte_final,sentiment,note,langue
AV0319,2026-03-31,réseaux_sociaux,Ordinateur NovaBook,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0322,2026-02-24,mobile,Tablette TabPlus,Le produit ne fonctionne déjà plus,Le produit ne fonctionne déjà plus,le produit ne fonctionner déjà plus,negatif,2,fr
AV0330,2026-06-14,réseaux_sociaux,Tablette TabPlus,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV0331,2026-03-11,mobile,SmartPhone X,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0333,2026-07-31,sav,Tablette TabPlus,Produit excellent,Produit excellent,produit excellent,positif,5,fr
AV0336,2026-06-17,email,Ordinateur NovaBook,Très déçu par ce produit,Très déçu par ce produit,très déçu par ce produit,negatif,2,fr
AV0341,2026-05-16,email,SmartPhone X,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0344,2026-01-24,réseaux_sociaux,Écouteurs AirSound,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,5,fr
AV0345,2026-04-17,sav,Tablette TabPlus,La livraison s est déroulée normalement,La livraison s est déroulée normalement,le livraison s être dérouler normalement,neutre,3,fr
AV0348,2026-01-09,email,Écouteurs AirSound,Très bon produit la qualité est au rendez vous,Très bon produit la qualité est au rendez vous,très bon produit le qualité être au rendez vous,positif,4,fr
AV0353,2026-07-30,mobile,SmartPhone Y,Je viens de recevoir le produit à voir dans le temps avis,Je viens de recevoir le produit à voir dans le temps avis,je venir de recevoir le produit à voir dans le temps avi,neutre,3,fr
AV0364,2026-05-23,réseaux_sociaux,SmartPhone Y,Le service client n a pas répondu à ma demande avis,Le service client n a pas répondu à ma demande avis,le service client n avoir pas répondre à mon demande avis,negatif,2,fr
AV0367,2026-02-18,réseaux_sociaux,Ordinateur NovaBook,LE PRODUIT CORRESPOND GLOBALEMENT À LA DESCRIPTION,LE PRODUIT CORRESPOND GLOBALEMENT À LA DESCRIPTION,le produit correspondre globalement à le description,neutre,4,fr
AV0371,2026-05-17,email,SmartWatch Pro,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,5,fr
AV0373,2026-01-12,réseaux_sociaux,SmartPhone Y,Mauvaise expérience je ne recommande pas avis,Mauvaise expérience je ne recommande pas avis,mauvais expérience je ne recommander pas avis,negatif,2,fr
AV0377,2026-04-28,mobile,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,3,fr
AV0381,2026-06-18,sav,SmartPhone X,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,4,fr
AV0383,2026-01-28,web,Tablette TabPlus,Le service client n a pas répondu à ma demande,Le service client n a pas répondu à ma demande,le service client n avoir pas répondre à mon demande,negatif,1,fr
AV0387,2026-01-15,web,Ordinateur NovaBook,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0389,2026-03-11,web,SmartPhone X,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,1,fr
AV0391,2026-08-26,web,SmartWatch Pro,Produit reçu endommagé je suis mécontent avis,Produit reçu endommagé je suis mécontent avis,produit recevoir endommager je être mécontent avi,negatif,2,fr
AV0400,2026-05-23,réseaux_sociaux,Tablette TabPlus,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,5,fr
AV0406,2026-07-04,sav,Tablette TabPlus,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV0408,2026-03-27,sav,Ordinateur NovaBook,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0409,2026-06-04,mobile,Écouteurs AirSound,client Le produit ne fonctionne déjà plus,client Le produit ne fonctionne déjà plus,client le produit ne fonctionner déjà plus,negatif,1,fr
AV0413,2026-07-24,email,Ordinateur NovaBook,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,2,fr
AV0415,2026-01-19,sav,Tablette TabPlus,Service client réactif et commande reçue rapidement avis,Service client réactif et commande reçue rapidement avis,service client réactif et commande recevoir rapidement avi,positif,5,fr
AV0423,2026-03-31,sav,SmartPhone X,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0427,2026-06-13,sav,Écouteurs AirSound,La livraison s est déroulée normalement,La livraison s est déroulée normalement,le livraison s être dérouler normalement,neutre,4,fr
AV0429,2026-07-24,réseaux_sociaux,SmartPhone Y,TRÈS BON PRODUIT LA QUALITÉ EST AU RENDEZ VOUS,TRÈS BON PRODUIT LA QUALITÉ EST AU RENDEZ VOUS,très bon produit le qualité être au rendez vous,positif,5,fr
AV0435,2026-06-12,réseaux_sociaux,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,5,fr
AV0436,2026-03-15,mobile,SmartPhone Y,Produit reçu endommagé je suis mécontent,Produit reçu endommagé je suis mécontent,produit recevoir endommager je être mécontent,negatif,1,fr
AV0439,2026-05-06,mobile,SmartPhone X,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,3,fr
AV0441,2026-05-21,réseaux_sociaux,SmartPhone X,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,5,fr
AV0444,2026-03-31,web,Écouteurs AirSound,CE PRODUIT EST VRAIMENT EXCELLENT,CE PRODUIT EST VRAIMENT EXCELLENT,ce produit être vraiment excellent,negatif,1,fr
AV0453,2026-03-25,réseaux_sociaux,SmartPhone X,Qualité décevante pour ce prix,Qualité décevante pour ce prix,qualité décevant pour ce prix,negatif,2,fr
AV0454,2026-06-12,email,SmartPhone X,La batterie se décharge beaucoup trop vite,La batterie se décharge beaucoup trop vite,le batterie se décharge beaucoup trop vite,negatif,2,fr
AV0455,2026-07-31,mobile,Écouteurs AirSound,La livraison s est déroulée normalement avis,La livraison s est déroulée normalement avis,le livraison s être dérouler normalement avis,neutre,3,fr
AV0458,2026-01-01,sav,SmartPhone Y,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV0464,2026-01-19,mobile,Écouteurs AirSound,Produit reçu endommagé je suis mécontent,Produit reçu endommagé je suis mécontent,produit recevoir endommager je être mécontent,negatif,2,fr
AV0468,2026-08-09,mobile,SmartPhone X,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0469,2026-03-31,sav,SmartWatch Pro,La batterie se décharge beaucoup trop vite avis,La batterie se décharge beaucoup trop vite avis,le batterie se décharge beaucoup trop vite avis,negatif,1,fr
AV0482,2026-03-30,réseaux_sociaux,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,4,fr
AV0485,2026-03-09,réseaux_sociaux,Ordinateur NovaBook,JE VIENS DE RECEVOIR LE PRODUIT À VOIR DANS LE TEMPS,JE VIENS DE RECEVOIR LE PRODUIT À VOIR DANS LE TEMPS,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0487,2026-08-17,réseaux_sociaux,Ordinateur NovaBook,TRÈS BONNE EXPÉRIENCE SIMPLE ET EFFICACE,TRÈS BONNE EXPÉRIENCE SIMPLE ET EFFICACE,très bon expérience simple et efficace,positif,5,fr
AV0490,2026-03-24,mobile,Écouteurs AirSound,Le service client n a pas répondu à ma demande,Le service client n a pas répondu à ma demande,le service client n avoir pas répondre à mon demande,negatif,1,fr
AV0496,2026-01-02,sav,SmartPhone X,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,1,fr
AV0508,2026-08-07,sav,Tablette TabPlus,Le produit correspond globalement à la description avis,Le produit correspond globalement à la description avis,le produit correspondre globalement à le description avis,neutre,3,fr
AV0509,2026-01-27,mobile,SmartPhone X,Le produit correspond globalement à la description,Le produit correspond globalement à la description,le produit correspondre globalement à le description,neutre,3,fr
AV0516,2026-04-16,réseaux_sociaux,Écouteurs AirSound,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV0518,2026-07-23,web,Écouteurs AirSound,La livraison a été trèèès longue,La livraison a été trèèès longue,le livraison avoir être trèèès long,negatif,2,fr
AV0533,2026-06-04,email,Tablette TabPlus,Très déçu par ce produit,Très déçu par ce produit,très déçu par ce produit,negatif,2,fr
AV0537,2026-07-07,sav,SmartPhone Y,L utilisation est assez simple,L utilisation est assez simple,l utilisation être assez simple,neutre,3,fr
AV0538,2026-05-20,sav,SmartPhone X,client Le service client n a pas répondu à ma demande,client Le service client n a pas répondu à ma demande,client le service client n avoir pas répondre à mon demande,negatif,2,fr
AV0542,2026-06-30,web,Écouteurs AirSound,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,1,fr
AV0550,2026-01-12,email,Écouteurs AirSound,Produit reçu endommagé je suis mécontent,Produit reçu endommagé je suis mécontent,produit recevoir endommager je être mécontent,negatif,2,fr
AV0553,2026-05-27,mobile,Écouteurs AirSound,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0555,2026-07-13,sav,SmartPhone Y,Pas bon,Pas bon,pas bon,neutre,4,fr
AV0559,2026-08-23,web,Ordinateur NovaBook,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0573,2026-02-15,sav,Tablette TabPlus,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV0582,2026-03-08,email,SmartPhone Y,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,2,fr
AV0593,2026-02-06,email,Ordinateur NovaBook,Le service client n a pas répondu à ma demande,Le service client n a pas répondu à ma demande,le service client n avoir pas répondre à mon demande,negatif,2,fr
AV0602,2026-04-02,mobile,SmartPhone Y,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0604,2026-02-01,email,Ordinateur NovaBook,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,4,fr
AV0613,2026-02-08,web,Tablette TabPlus,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0616,2026-01-25,web,SmartPhone X,L UTILISATION EST ASSEZ SIMPLE,L UTILISATION EST ASSEZ SIMPLE,l utilisation être assez simple,neutre,3,fr
AV0621,2026-02-16,réseaux_sociaux,Écouteurs AirSound,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,5,fr
AV0627,2026-08-07,sav,SmartPhone Y,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0630,2026-04-25,email,SmartPhone X,Le produit correspond globalement à la description,Le produit correspond globalement à la description,le produit correspondre globalement à le description,neutre,3,fr
AV0634,2026-07-03,email,Ordinateur NovaBook,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0638,2026-07-31,mobile,Ordinateur NovaBook,Je recommande vivement tout fonctionne parfaitement,Je recommande vivement tout fonctionne parfaitement,je recommander vivement tout fonctionner parfaitement,positif,5,fr
AV0640,2026-01-02,réseaux_sociaux,Ordinateur NovaBook,La livraison s est déroulée normalement,La livraison s est déroulée normalement,le livraison s être dérouler normalement,neutre,4,fr
AV0648,2026-05-30,réseaux_sociaux,Ordinateur NovaBook,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0655,2026-08-01,mobile,Ordinateur NovaBook,Je recommande vivement tout fonctionne parfaitement,Je recommande vivement tout fonctionne parfaitement,je recommander vivement tout fonctionner parfaitement,positif,5,fr
AV0657,2026-02-15,web,SmartPhone Y,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV0666,2026-04-08,web,Écouteurs AirSound,Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue,Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue Le produit est bien mais la livraison a été longue,le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être long le produit être bien mais le livraison avoir être longue,positif,5,fr
AV0677,2026-04-08,sav,Ordinateur NovaBook,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,4,fr
AV0686,2026-04-26,email,Tablette TabPlus,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0690,2026-04-25,email,SmartWatch Pro,L utilisation est assez simple,L utilisation est assez simple,l utilisation être assez simple,neutre,3,fr
AV0717,2026-06-18,mobile,Tablette TabPlus,Très bon produit la qualité est au rendez vous,Très bon produit la qualité est au rendez vous,très bon produit le qualité être au rendez vous,positif,4,fr
AV0719,2026-07-22,sav,SmartWatch Pro,La livraison s est déroulée normalement,La livraison s est déroulée normalement,le livraison s être dérouler normalement,neutre,3,fr
AV0732,2026-01-03,mobile,Ordinateur NovaBook,Qualité décevante pour ce prix,Qualité décevante pour ce prix,qualité décevant pour ce prix,negatif,1,fr
AV0741,2026-07-17,mobile,SmartWatch Pro,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,5,fr
AV0760,2026-02-04,réseaux_sociaux,Tablette TabPlus,L utilisation est assez simple,L utilisation est assez simple,l utilisation être assez simple,neutre,3,fr
AV0761,2026-05-24,réseaux_sociaux,SmartPhone X,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV0775,2026-01-08,web,Ordinateur NovaBook,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0776,2026-08-11,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV0777,2026-06-01,réseaux_sociaux,Écouteurs AirSound,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,positif,5,fr
AV0781,2026-03-18,web,Écouteurs AirSound,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,4,fr
AV0787,2026-02-18,email,SmartPhone X,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV0796,2026-07-10,réseaux_sociaux,Tablette TabPlus,Produit reçu endommagé je suis mécontent,Produit reçu endommagé je suis mécontent,produit recevoir endommager je être mécontent,negatif,2,fr
AV0804,2026-06-30,sav,Tablette TabPlus,Le produit correspond globalement à la description,Le produit correspond globalement à la description,le produit correspondre globalement à le description,neutre,3,fr
AV0809,2026-07-04,web,Ordinateur NovaBook,client La livraison a été très longue,client La livraison a été très longue,client le livraison avoir être très long,negatif,2,fr
AV0822,2026-08-27,email,SmartWatch Pro,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0825,2026-04-25,sav,SmartPhone X,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,2,fr
AV0831,2026-07-31,réseaux_sociaux,SmartPhone X,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,5,fr
AV0839,2026-05-24,mobile,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,5,fr
AV0843,2026-06-09,mobile,Écouteurs AirSound,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,5,fr
AV0846,2026-05-01,web,SmartWatch Pro,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,4,fr
AV0853,2026-02-20,réseaux_sociaux,Écouteurs AirSound,La batterie se décharge beaucoup trop vite,La batterie se décharge beaucoup trop vite,le batterie se décharge beaucoup trop vite,negatif,2,fr
AV0868,2026-07-02,email,SmartPhone Y,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,3,fr
AV0871,2026-06-26,email,Écouteurs AirSound,Très satisfait de mon achat,Très satisfait de mon achat,très satisfait de mon achat,positif,5,fr
AV0877,2026-08-01,sav,SmartPhone X,Produit reçu endommagé je suis mécontent,Produit reçu endommagé je suis mécontent,produit recevoir endommager je être mécontent,negatif,2,fr
AV0879,2026-06-01,mobile,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,4,fr
AV0887,2026-04-27,sav,Écouteurs AirSound,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,1,fr
AV0888,2026-03-13,réseaux_sociaux,Ordinateur NovaBook,très mauvais produit support déception,très mauvais produit support déception,très mauvais produire support déception,positif,4,fr
AV0894,2026-02-04,web,Ordinateur NovaBook,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV0897,2026-05-14,sav,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,5,fr
AV0909,2026-03-11,sav,SmartPhone X,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,2,fr
AV0910,2026-08-01,email,SmartPhone Y,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0912,2026-08-20,réseaux_sociaux,SmartPhone Y,Très déçu par ce produit,Très déçu par ce produit,très déçu par ce produit,negatif,2,fr
AV0916,2026-08-16,web,SmartPhone X,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV0922,2026-01-13,mobile,SmartPhone X,Produit parfait rien à signaler,Produit parfait rien à signaler,produit parfaire rien à signaler,positif,5,fr
AV0926,2026-03-21,sav,Écouteurs AirSound,Très bon produit la qualité est au rendez vous,Très bon produit la qualité est au rendez vous,très bon produit le qualité être au rendez vous,positif,5,fr
AV0928,2026-05-05,web,SmartPhone X,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0929,2026-08-05,mobile,SmartWatch Pro,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV0935,2026-01-30,réseaux_sociaux,Tablette TabPlus,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,3,fr
AV0937,2026-06-15,web,SmartPhone X,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV0939,2026-02-20,mobile,Ordinateur NovaBook,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,5,fr
AV0946,2026-06-18,sav,SmartPhone Y,Livraison rapide et produit conforme à mes attentes,Livraison rapide et produit conforme à mes attentes,livraison rapide et produire conforme à mon attente,positif,4,fr
AV0950,2026-06-30,email,SmartPhone X,Produit excellent je suis très satisfait,Produit excellent je suis très satisfait,produit excellent je être très satisfait,positif,4,FR
AV0952,2026-06-11,web,Ordinateur NovaBook,,,,positif,4,fr
AV0953,2026-08-20,email,Tablette TabPlus,super produit,super produit,super produire,positif,5,fr
AV0965,2026-03-19,sav,Ordinateur NovaBook,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,5,fr
AV0970,2026-04-29,mobile,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle avis,La qualité est correcte sans être exceptionnelle avis,le qualité être correct sans être exceptionnelle avis,neutre,3,fr
AV0977,2026-08-25,email,Écouteurs AirSound,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,3,fr
AV0990,2026-06-28,sav,SmartPhone X,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,2,fr
AV0994,2026-01-15,email,Ordinateur NovaBook,client Très déçu par ce produit,client Très déçu par ce produit,client très déçu par ce produit,negatif,1,fr
AV1003,2026-03-04,réseaux_sociaux,SmartPhone X,La livraison s est déroulée normalement,La livraison s est déroulée normalement,le livraison s être dérouler normalement,neutre,4,fr
AV1011,2026-02-15,mobile,Ordinateur NovaBook,L utilisation est assez simple,L utilisation est assez simple,l utilisation être assez simple,neutre,4,fr
AV1024,2026-03-13,web,Ordinateur NovaBook,Qualité décevante pour ce prix,Qualité décevante pour ce prix,qualité décevant pour ce prix,negatif,1,fr
AV1028,2026-05-07,mobile,SmartPhone X,Le produit correspond globalement à la description,Le produit correspond globalement à la description,le produit correspondre globalement à le description,neutre,4,fr
AV1030,2026-06-21,email,SmartPhone Y,Produit excellent je suis très satisfait,Produit excellent je suis très satisfait,produit excellent je être très satisfait,positif,4,fr
AV1057,2026-08-18,email,Tablette TabPlus,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV1058,2026-03-28,web,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,4,fr
AV1065,2026-07-09,sav,Écouteurs AirSound,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,1,fr
AV1067,2026-08-11,réseaux_sociaux,SmartWatch Pro,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV1073,2026-01-31,email,Écouteurs AirSound,La livraison a été très longue,La livraison a été très longue,le livraison avoir être très long,negatif,2,fr
AV1074,2026-05-25,sav,SmartWatch Pro,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,1,fr
AV1077,2026-01-14,email,SmartWatch Pro,Mauvaise expérience je ne recommande pas,Mauvaise expérience je ne recommande pas,mauvais expérience je ne recommander pas,negatif,1,fr
AV1080,2026-07-31,email,SmartWatch Pro,client Produit correct pour son prix,client Produit correct pour son prix,client produire correct pour son prix,neutre,4,fr
AV1085,2026-08-23,web,SmartPhone X,Service client réactif et commande reçue rapidement,Service client réactif et commande reçue rapidement,service client réactif et commande recevoir rapidement,positif,4,fr
AV1101,2026-01-30,sav,SmartWatch Pro,Produit correct pour son prix,Produit correct pour son prix,produit correct pour son prix,neutre,3,fr
AV1111,2026-06-23,web,SmartPhone Y,Très bon produit la qualité est au rendez vous,Très bon produit la qualité est au rendez vous,très bon produit le qualité être au rendez vous,positif,4,fr
AV1113,2026-07-22,sav,SmartPhone Y,Je viens de recevoir le produit à voir dans le temps,Je viens de recevoir le produit à voir dans le temps,je venir de recevoir le produit à voir dans le temps,neutre,4,fr
AV1116,2026-03-22,sav,Écouteurs AirSound,Le service client n a pas répondu à ma demande,Le service client n a pas répondu à ma demande,le service client n avoir pas répondre à mon demande,negatif,1,fr
AV1119,2026-06-18,réseaux_sociaux,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,4,fr
AV1142,2026-05-24,sav,Écouteurs AirSound,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV1152,2026-05-02,email,SmartWatch Pro,client La livraison s est déroulée normalement,client La livraison s est déroulée normalement,client le livraison s être dérouler normalement,neutre,3,fr
AV1157,2026-07-08,sav,SmartWatch Pro,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,4,fr
AV1166,2026-02-20,email,Ordinateur NovaBook,Très bon produit la qualité est au rendez vous,Très bon produit la qualité est au rendez vous,très bon produit le qualité être au rendez vous,positif,5,fr
AV1169,2026-01-31,mobile,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle,La qualité est correcte sans être exceptionnelle,le qualité être correct sans être exceptionnelle,neutre,3,fr
AV1170,2026-04-08,mobile,Écouteurs AirSound,Très bonne expérience simple et efficace,Très bonne expérience simple et efficace,très bon expérience simple et efficace,positif,5,fr
AV1173,2026-01-22,web,Écouteurs AirSound,La batterie tient vraiment bien et l écran est superbe,La batterie tient vraiment bien et l écran est superbe,le batterie tenir vraiment bien et l écran être superbe,positif,5,fr
AV1186,2026-01-29,mobile,SmartPhone X,Excellent rapport qualité prix,Excellent rapport qualité prix,excellent rapport qualité prix,positif,5,fr
AV1192,2026-06-10,email,Tablette TabPlus,L utilisation est assez simple,L utilisation est assez simple,l utilisation être assez simple,neutre,4,fr
AV1193,2026-03-25,réseaux_sociaux,SmartPhone Y,Le produit correspond globalement à la description,Le produit correspond globalement à la description,le produit correspondre globalement à le description,neutre,3,fr
